@HD	VN:1.6
@SQ	SN:Contig005504_C_parapsilosis_CDC317	LN:898305	M5:e984704923a1a20d09ff8f42fc5d4404	UR:file:/Users/liaoc/Documents/Fungal_genomic_analysis/sequences/CDC317/C_parapsilosis_CDC317_current_chromosomes.fasta
@SQ	SN:Contig005569_C_parapsilosis_CDC317	LN:2235583	M5:f4efb2243aa065c7c3dcc7261b5b9212	UR:file:/Users/liaoc/Documents/Fungal_genomic_analysis/sequences/CDC317/C_parapsilosis_CDC317_current_chromosomes.fasta
@SQ	SN:Contig005806_C_parapsilosis_CDC317	LN:1039767	M5:d21cf10f877289c51c2d58a1cdcd4277	UR:file:/Users/liaoc/Documents/Fungal_genomic_analysis/sequences/CDC317/C_parapsilosis_CDC317_current_chromosomes.fasta
@SQ	SN:Contig005807_C_parapsilosis_CDC317	LN:2091826	M5:7a239b7fb56c6342271a3e8d71739bfd	UR:file:/Users/liaoc/Documents/Fungal_genomic_analysis/sequences/CDC317/C_parapsilosis_CDC317_current_chromosomes.fasta
@SQ	SN:Contig005809_C_parapsilosis_CDC317	LN:3023470	M5:671f162f0793223cb1a51815caa73b21	UR:file:/Users/liaoc/Documents/Fungal_genomic_analysis/sequences/CDC317/C_parapsilosis_CDC317_current_chromosomes.fasta
@SQ	SN:Contig006110_C_parapsilosis_CDC317	LN:957321	M5:13dcfd81290ee2d847806309da48b8ba	UR:file:/Users/liaoc/Documents/Fungal_genomic_analysis/sequences/CDC317/C_parapsilosis_CDC317_current_chromosomes.fasta
@SQ	SN:Contig006139_C_parapsilosis_CDC317	LN:962442	M5:51048d416742f3cc1a9a881d93cf7318	UR:file:/Users/liaoc/Documents/Fungal_genomic_analysis/sequences/CDC317/C_parapsilosis_CDC317_current_chromosomes.fasta
@SQ	SN:Contig006372_C_parapsilosis_CDC317	LN:1789679	M5:b4e2b46d47e6e2d2a68d56e66d1caef8	UR:file:/Users/liaoc/Documents/Fungal_genomic_analysis/sequences/CDC317/C_parapsilosis_CDC317_current_chromosomes.fasta
@SQ	SN:mito_C_parapsilosis_CDC317	LN:31781	M5:154da44485e3d21c2a32288e05f71f67	UR:file:/Users/liaoc/Documents/Fungal_genomic_analysis/sequences/CDC317/C_parapsilosis_CDC317_current_chromosomes.fasta
CONTIG	START	END	GC_CONTENT
Contig005807_C_parapsilosis_CDC317	1737554	1743406	0.411071
Contig005807_C_parapsilosis_CDC317	1743472	1745115	0.403893
Contig005807_C_parapsilosis_CDC317	1745634	1747481	0.406385
Contig005807_C_parapsilosis_CDC317	1747598	1748875	0.472613
Contig005807_C_parapsilosis_CDC317	1749122	1749901	0.357692
Contig005807_C_parapsilosis_CDC317	1751106	1751273	0.380952
Contig005807_C_parapsilosis_CDC317	1752554	1754350	0.415693
Contig005807_C_parapsilosis_CDC317	1755733	1758312	0.418605
Contig005807_C_parapsilosis_CDC317	1758616	1759674	0.389046
Contig005807_C_parapsilosis_CDC317	1759761	1761245	0.379125
Contig005807_C_parapsilosis_CDC317	1761521	1762230	0.385915
Contig005807_C_parapsilosis_CDC317	1762578	1762916	0.445428
Contig005807_C_parapsilosis_CDC317	1763002	1763766	0.375163
Contig005807_C_parapsilosis_CDC317	1766382	1768088	0.407147
Contig005807_C_parapsilosis_CDC317	1770694	1772868	0.392644
Contig005807_C_parapsilosis_CDC317	1772932	1773507	0.380208
Contig005807_C_parapsilosis_CDC317	1773634	1774215	0.376289
Contig005807_C_parapsilosis_CDC317	1774623	1775231	0.372742
Contig005807_C_parapsilosis_CDC317	1775275	1776261	0.404255
Contig005807_C_parapsilosis_CDC317	1776361	1778820	0.401220
Contig005807_C_parapsilosis_CDC317	1779000	1780098	0.375796
Contig005807_C_parapsilosis_CDC317	1780169	1784116	0.375127
Contig005807_C_parapsilosis_CDC317	1784198	1785439	0.382448
Contig005807_C_parapsilosis_CDC317	1785666	1785833	0.357143
Contig005807_C_parapsilosis_CDC317	1788699	1790834	0.398876
Contig005807_C_parapsilosis_CDC317	1791837	1793972	0.397940
Contig005807_C_parapsilosis_CDC317	1795284	1797419	0.399813
Contig005807_C_parapsilosis_CDC317	1797657	1799255	0.408380
Contig005807_C_parapsilosis_CDC317	1799521	1801119	0.405253
Contig005807_C_parapsilosis_CDC317	1801732	1802847	0.433692
Contig005807_C_parapsilosis_CDC317	1803031	1803711	0.399413
Contig005807_C_parapsilosis_CDC317	1803760	1804539	0.380769
Contig005807_C_parapsilosis_CDC317	1804662	1805573	0.425439
Contig005807_C_parapsilosis_CDC317	1805631	1807430	0.378333
Contig005807_C_parapsilosis_CDC317	1807585	1808568	0.359756
Contig005807_C_parapsilosis_CDC317	1808833	1810197	0.383150
Contig005807_C_parapsilosis_CDC317	1810239	1812551	0.400346
Contig005807_C_parapsilosis_CDC317	1813295	1814026	0.389344
Contig005807_C_parapsilosis_CDC317	1814130	1814396	0.359551
Contig005807_C_parapsilosis_CDC317	1814419	1815558	0.366667
Contig005807_C_parapsilosis_CDC317	1815658	1817901	0.406863
Contig005807_C_parapsilosis_CDC317	1818221	1819156	0.402778
Contig005807_C_parapsilosis_CDC317	1819401	1820489	0.365473
Contig005807_C_parapsilosis_CDC317	1824469	1827318	0.395439
Contig005807_C_parapsilosis_CDC317	1828627	1831458	0.398658
Contig005807_C_parapsilosis_CDC317	1832954	1835791	0.404158
Contig005807_C_parapsilosis_CDC317	1836417	1837970	0.412484
Contig005807_C_parapsilosis_CDC317	1838415	1840292	0.391906
Contig005807_C_parapsilosis_CDC317	1840450	1841940	0.398390
Contig005807_C_parapsilosis_CDC317	1842264	1843499	0.390777
Contig005807_C_parapsilosis_CDC317	1844537	1846897	0.386701
Contig005807_C_parapsilosis_CDC317	1847488	1849219	0.400115
Contig005807_C_parapsilosis_CDC317	1849516	1850535	0.398039
Contig005807_C_parapsilosis_CDC317	1850830	1852167	0.403587
Contig005807_C_parapsilosis_CDC317	1852300	1855686	0.403012
Contig005807_C_parapsilosis_CDC317	1858539	1859615	0.367688
Contig005807_C_parapsilosis_CDC317	1859689	1860339	0.374808
Contig005807_C_parapsilosis_CDC317	1860460	1861899	0.388889
Contig005807_C_parapsilosis_CDC317	1862184	1862600	0.405276
Contig005807_C_parapsilosis_CDC317	1862844	1863872	0.392614
Contig005807_C_parapsilosis_CDC317	1864882	1867158	0.407993
Contig005807_C_parapsilosis_CDC317	1867280	1869367	0.397031
Contig005807_C_parapsilosis_CDC317	1869589	1870635	0.455587
Contig005807_C_parapsilosis_CDC317	1876554	1878755	0.405995
Contig005807_C_parapsilosis_CDC317	1879701	1881929	0.401077
Contig005807_C_parapsilosis_CDC317	1883882	1885429	0.388243
Contig005807_C_parapsilosis_CDC317	1885585	1886388	0.401741
Contig005807_C_parapsilosis_CDC317	1886736	1887544	0.372064
Contig005807_C_parapsilosis_CDC317	1887570	1892465	0.401552
Contig005807_C_parapsilosis_CDC317	1893117	1893911	0.406289
Contig005807_C_parapsilosis_CDC317	1894330	1896759	0.411111
Contig005807_C_parapsilosis_CDC317	1897325	1899112	0.386465
Contig005807_C_parapsilosis_CDC317	1899344	1900822	0.408384
Contig005807_C_parapsilosis_CDC317	1901024	1902043	0.436275
Contig005807_C_parapsilosis_CDC317	1902080	1907103	0.375000
Contig005807_C_parapsilosis_CDC317	1907288	1908340	0.382716
Contig005807_C_parapsilosis_CDC317	1908786	1909127	0.353801
Contig005807_C_parapsilosis_CDC317	1909526	1909759	0.376068
Contig005807_C_parapsilosis_CDC317	1910031	1910966	0.408120
Contig005807_C_parapsilosis_CDC317	1911157	1913661	0.444711
Contig005807_C_parapsilosis_CDC317	1919036	1921000	0.358779
Contig005807_C_parapsilosis_CDC317	1922493	1923800	0.387615
Contig005807_C_parapsilosis_CDC317	1925236	1925691	0.403509
Contig005807_C_parapsilosis_CDC317	1926830	1927111	0.393617
Contig005807_C_parapsilosis_CDC317	1927450	1929033	0.398990
Contig005807_C_parapsilosis_CDC317	1930001	1930468	0.382479
Contig005807_C_parapsilosis_CDC317	1931017	1931493	0.419287
Contig005807_C_parapsilosis_CDC317	1932308	1932787	0.375000
Contig005807_C_parapsilosis_CDC317	1933128	1933607	0.375000
Contig005807_C_parapsilosis_CDC317	1934240	1935556	0.408504
Contig005807_C_parapsilosis_CDC317	1935743	1937299	0.415543
Contig005807_C_parapsilosis_CDC317	1938186	1939853	0.393885
Contig005807_C_parapsilosis_CDC317	1941099	1942655	0.393064
Contig005807_C_parapsilosis_CDC317	1943974	1945308	0.383521
Contig005807_C_parapsilosis_CDC317	1945354	1947003	0.377576
Contig005807_C_parapsilosis_CDC317	1947634	1948821	0.382997
Contig005807_C_parapsilosis_CDC317	1950474	1954721	0.396186
Contig005807_C_parapsilosis_CDC317	1955014	1955661	0.421296
Contig005807_C_parapsilosis_CDC317	1956892	1959891	0.410000
Contig005807_C_parapsilosis_CDC317	1959948	1961447	0.372000
Contig005807_C_parapsilosis_CDC317	1961707	1963557	0.364668
Contig005807_C_parapsilosis_CDC317	1964344	1966935	0.407022
Contig005807_C_parapsilosis_CDC317	1967603	1968400	0.382206
Contig005807_C_parapsilosis_CDC317	1968614	1970497	0.376327
Contig005807_C_parapsilosis_CDC317	1970739	1970945	0.362319
Contig005807_C_parapsilosis_CDC317	1971459	1972304	0.368794
Contig005807_C_parapsilosis_CDC317	1972407	1973345	0.395101
Contig005807_C_parapsilosis_CDC317	1973359	1974339	0.404689
Contig005807_C_parapsilosis_CDC317	1975850	1977250	0.389008
Contig005807_C_parapsilosis_CDC317	1977358	1978308	0.368034
Contig005807_C_parapsilosis_CDC317	1978494	1980905	0.372305
Contig005807_C_parapsilosis_CDC317	1980970	1982520	0.447453
Contig005807_C_parapsilosis_CDC317	1982680	1986663	0.400351
Contig005807_C_parapsilosis_CDC317	1989787	1991289	0.422488
Contig005807_C_parapsilosis_CDC317	1998157	1998318	0.364198
Contig005807_C_parapsilosis_CDC317	1999362	2000843	0.392713
Contig005807_C_parapsilosis_CDC317	2001013	2002128	0.419355
Contig005807_C_parapsilosis_CDC317	2002644	2003495	0.369718
Contig005807_C_parapsilosis_CDC317	2004687	2005697	0.413452
Contig005807_C_parapsilosis_CDC317	2005862	2006674	0.361624
Contig005807_C_parapsilosis_CDC317	2007051	2009354	0.379340
Contig005807_C_parapsilosis_CDC317	2009511	2010200	0.413043
Contig005807_C_parapsilosis_CDC317	2010322	2012268	0.355932
Contig005807_C_parapsilosis_CDC317	2013353	2014357	0.386070
Contig005807_C_parapsilosis_CDC317	2017957	2020689	0.357117
Contig005807_C_parapsilosis_CDC317	2022613	2024343	0.392837
Contig005807_C_parapsilosis_CDC317	2024671	2025558	0.393018
Contig005807_C_parapsilosis_CDC317	2026633	2028306	0.373357
Contig005807_C_parapsilosis_CDC317	2028439	2029440	0.372255
Contig005807_C_parapsilosis_CDC317	2029604	2029912	0.355987
Contig005807_C_parapsilosis_CDC317	2030125	2030751	0.401914
Contig005807_C_parapsilosis_CDC317	2030966	2032978	0.398907
Contig005807_C_parapsilosis_CDC317	2033126	2036545	0.455263
Contig005807_C_parapsilosis_CDC317	2038175	2039635	0.377139
Contig005807_C_parapsilosis_CDC317	2040000	2041550	0.399097
Contig005807_C_parapsilosis_CDC317	2041714	2042715	0.376248
Contig005807_C_parapsilosis_CDC317	2043174	2043569	0.351010
Contig005807_C_parapsilosis_CDC317	2043990	2044652	0.384615
Contig005807_C_parapsilosis_CDC317	2045334	2045744	0.396594
Contig005807_C_parapsilosis_CDC317	2046036	2048255	0.452703
Contig005807_C_parapsilosis_CDC317	2049244	2052522	0.399817
Contig005807_C_parapsilosis_CDC317	2052983	2053463	0.363825
Contig005807_C_parapsilosis_CDC317	2053696	2054798	0.398912
Contig005807_C_parapsilosis_CDC317	2054872	2057526	0.432015
Contig005807_C_parapsilosis_CDC317	2058519	2058938	0.411905
Contig005807_C_parapsilosis_CDC317	2059615	2061540	0.406023
Contig005807_C_parapsilosis_CDC317	2061906	2062733	0.371981
Contig005807_C_parapsilosis_CDC317	2062738	2064042	0.398467
Contig005807_C_parapsilosis_CDC317	2064477	2068298	0.414181
Contig005807_C_parapsilosis_CDC317	2068435	2069889	0.410309
Contig005807_C_parapsilosis_CDC317	2069992	2075388	0.393737
Contig005807_C_parapsilosis_CDC317	2075441	2076130	0.378261
Contig005807_C_parapsilosis_CDC317	2077290	2077568	0.394265
Contig005807_C_parapsilosis_CDC317	2078895	2080826	0.393375
Contig005807_C_parapsilosis_CDC317	2080944	2081981	0.410405
Contig005807_C_parapsilosis_CDC317	2082030	2085479	0.422319
Contig005807_C_parapsilosis_CDC317	2086728	2088383	0.420290
Contig005807_C_parapsilosis_CDC317	2088385	2089500	0.381720
Contig005809_C_parapsilosis_CDC317	1708	3579	0.401709
Contig005809_C_parapsilosis_CDC317	4173	6419	0.398754
Contig005809_C_parapsilosis_CDC317	7021	7407	0.379845
Contig005809_C_parapsilosis_CDC317	7536	7934	0.373434
Contig005809_C_parapsilosis_CDC317	7936	8514	0.371330
Contig005809_C_parapsilosis_CDC317	8597	11407	0.408040
Contig005809_C_parapsilosis_CDC317	11460	13946	0.390028
Contig005809_C_parapsilosis_CDC317	14290	15018	0.392318
Contig005809_C_parapsilosis_CDC317	15145	20385	0.431025
Contig005809_C_parapsilosis_CDC317	21248	22372	0.402667
Contig005809_C_parapsilosis_CDC317	22460	23455	0.384538
Contig005809_C_parapsilosis_CDC317	24135	25421	0.406371
Contig005809_C_parapsilosis_CDC317	25590	27014	0.426667
Contig005809_C_parapsilosis_CDC317	27528	28160	0.388626
Contig005809_C_parapsilosis_CDC317	28298	30310	0.416294
Contig005809_C_parapsilosis_CDC317	30433	30855	0.460993
Contig005809_C_parapsilosis_CDC317	30958	34536	0.399553
Contig005809_C_parapsilosis_CDC317	34735	35994	0.404762
Contig005809_C_parapsilosis_CDC317	37012	38640	0.391651
Contig005809_C_parapsilosis_CDC317	38676	39452	0.395109
Contig005809_C_parapsilosis_CDC317	39571	42612	0.410585
Contig005809_C_parapsilosis_CDC317	42890	43951	0.422787
Contig005809_C_parapsilosis_CDC317	44123	44479	0.372549
Contig005809_C_parapsilosis_CDC317	44558	45028	0.403397
Contig005809_C_parapsilosis_CDC317	45145	46248	0.412138
Contig005809_C_parapsilosis_CDC317	46949	47434	0.395062
Contig005809_C_parapsilosis_CDC317	47676	48746	0.386555
Contig005809_C_parapsilosis_CDC317	49652	51349	0.401060
Contig005809_C_parapsilosis_CDC317	51350	52858	0.408217
Contig005809_C_parapsilosis_CDC317	52958	53659	0.364672
Contig005809_C_parapsilosis_CDC317	53664	56678	0.417910
Contig005809_C_parapsilosis_CDC317	56807	57697	0.400673
Contig005809_C_parapsilosis_CDC317	57786	58427	0.381620
Contig005809_C_parapsilosis_CDC317	58981	59370	0.417949
Contig005809_C_parapsilosis_CDC317	60193	61734	0.404021
Contig005809_C_parapsilosis_CDC317	62279	63265	0.410334
Contig005809_C_parapsilosis_CDC317	63280	65901	0.400839
Contig005809_C_parapsilosis_CDC317	66236	66784	0.429872
Contig005809_C_parapsilosis_CDC317	66841	68499	0.379747
Contig005809_C_parapsilosis_CDC317	68973	69752	0.406410
Contig005809_C_parapsilosis_CDC317	69762	70337	0.392361
Contig005809_C_parapsilosis_CDC317	70576	71184	0.384236
Contig005809_C_parapsilosis_CDC317	71470	72297	0.443237
Contig005809_C_parapsilosis_CDC317	72346	73191	0.401891
Contig005809_C_parapsilosis_CDC317	73340	74257	0.425926
Contig005809_C_parapsilosis_CDC317	74384	74695	0.387821
Contig005809_C_parapsilosis_CDC317	75296	76273	0.412065
Contig005809_C_parapsilosis_CDC317	77848	78817	0.439175
Contig005809_C_parapsilosis_CDC317	79277	80221	0.389418
Contig005809_C_parapsilosis_CDC317	80868	82016	0.432550
Contig005809_C_parapsilosis_CDC317	82197	84074	0.389776
Contig005809_C_parapsilosis_CDC317	84118	85379	0.421553
Contig005809_C_parapsilosis_CDC317	85763	86557	0.425157
Contig005809_C_parapsilosis_CDC317	86592	87614	0.408602
Contig005809_C_parapsilosis_CDC317	87829	88635	0.425031
Contig005809_C_parapsilosis_CDC317	88923	92714	0.395306
Contig005809_C_parapsilosis_CDC317	92774	93097	0.379630
Contig005809_C_parapsilosis_CDC317	93306	94469	0.402062
Contig005809_C_parapsilosis_CDC317	95317	97338	0.401088
Contig005809_C_parapsilosis_CDC317	97632	99686	0.381995
Contig005809_C_parapsilosis_CDC317	103536	105098	0.371081
Contig005809_C_parapsilosis_CDC317	108740	110203	0.407104
Contig005809_C_parapsilosis_CDC317	110310	111092	0.365262
Contig005809_C_parapsilosis_CDC317	111144	111776	0.358610
Contig005809_C_parapsilosis_CDC317	112240	114402	0.394822
Contig005809_C_parapsilosis_CDC317	114570	116105	0.412109
Contig005809_C_parapsilosis_CDC317	116261	116542	0.404255
Contig005809_C_parapsilosis_CDC317	116758	118194	0.376479
Contig005809_C_parapsilosis_CDC317	118387	119658	0.376572
Contig005809_C_parapsilosis_CDC317	119822	121453	0.384804
Contig005809_C_parapsilosis_CDC317	121542	122002	0.405640
Contig005809_C_parapsilosis_CDC317	122038	126219	0.398135
Contig005809_C_parapsilosis_CDC317	126494	128731	0.404379
Contig005809_C_parapsilosis_CDC317	131040	131950	0.344676
Contig005809_C_parapsilosis_CDC317	133310	135952	0.386682
Contig005809_C_parapsilosis_CDC317	136135	137640	0.377158
Contig005809_C_parapsilosis_CDC317	137934	138878	0.389418
Contig005809_C_parapsilosis_CDC317	139663	141750	0.392241
Contig005809_C_parapsilosis_CDC317	145331	147040	0.394737
Contig005809_C_parapsilosis_CDC317	149822	150628	0.399009
Contig005809_C_parapsilosis_CDC317	150840	151196	0.361345
Contig005809_C_parapsilosis_CDC317	151553	152413	0.418118
Contig005809_C_parapsilosis_CDC317	152983	153558	0.338542
Contig005809_C_parapsilosis_CDC317	156071	157774	0.402582
Contig005809_C_parapsilosis_CDC317	159004	159327	0.395062
Contig005809_C_parapsilosis_CDC317	159922	160815	0.416107
Contig005809_C_parapsilosis_CDC317	161561	162121	0.422460
Contig005809_C_parapsilosis_CDC317	163029	165203	0.429885
Contig005809_C_parapsilosis_CDC317	167941	169230	0.417829
Contig005809_C_parapsilosis_CDC317	172625	173626	0.391218
Contig005809_C_parapsilosis_CDC317	173709	175718	0.388060
Contig005809_C_parapsilosis_CDC317	175834	177582	0.387078
Contig005809_C_parapsilosis_CDC317	177830	179626	0.389538
Contig005809_C_parapsilosis_CDC317	183081	185850	0.409747
Contig005809_C_parapsilosis_CDC317	186031	188022	0.390562
Contig005809_C_parapsilosis_CDC317	188436	189484	0.437560
Contig005809_C_parapsilosis_CDC317	190008	190451	0.416667
Contig005809_C_parapsilosis_CDC317	191135	191671	0.424581
Contig005809_C_parapsilosis_CDC317	193268	196666	0.385702
Contig005809_C_parapsilosis_CDC317	196915	197934	0.439216
Contig005809_C_parapsilosis_CDC317	198047	199417	0.420131
Contig005809_C_parapsilosis_CDC317	199564	201507	0.388374
Contig005809_C_parapsilosis_CDC317	201539	202633	0.385388
Contig005809_C_parapsilosis_CDC317	202747	203631	0.407910
Contig005809_C_parapsilosis_CDC317	203784	204554	0.402075
Contig005809_C_parapsilosis_CDC317	204706	207201	0.411859
Contig005809_C_parapsilosis_CDC317	207614	208231	0.399676
Contig005809_C_parapsilosis_CDC317	208468	209352	0.378531
Contig005809_C_parapsilosis_CDC317	209359	210222	0.396991
Contig005809_C_parapsilosis_CDC317	210671	211231	0.424242
Contig005809_C_parapsilosis_CDC317	211977	212870	0.413870
Contig005809_C_parapsilosis_CDC317	213465	213788	0.398148
Contig005809_C_parapsilosis_CDC317	215283	216857	0.400635
Contig005809_C_parapsilosis_CDC317	217591	218907	0.444951
Contig005809_C_parapsilosis_CDC317	219018	219356	0.427729
Contig005809_C_parapsilosis_CDC317	220201	220806	0.435644
Contig005809_C_parapsilosis_CDC317	220886	222016	0.425287
Contig005809_C_parapsilosis_CDC317	222106	223197	0.435897
Contig005809_C_parapsilosis_CDC317	223296	224495	0.376667
Contig005809_C_parapsilosis_CDC317	225012	226343	0.397147
Contig005809_C_parapsilosis_CDC317	226347	226841	0.406061
Contig005809_C_parapsilosis_CDC317	227310	228305	0.431727
Contig005809_C_parapsilosis_CDC317	228387	229616	0.403252
Contig005809_C_parapsilosis_CDC317	229635	231290	0.435386
Contig005809_C_parapsilosis_CDC317	236860	237207	0.385057
Contig005809_C_parapsilosis_CDC317	237492	240230	0.394304
Contig005809_C_parapsilosis_CDC317	240930	242630	0.426220
Contig005809_C_parapsilosis_CDC317	242781	243767	0.386018
Contig005809_C_parapsilosis_CDC317	243791	244726	0.432692
Contig005809_C_parapsilosis_CDC317	244825	247464	0.406439
Contig005809_C_parapsilosis_CDC317	248035	248982	0.436709
Contig005809_C_parapsilosis_CDC317	249065	250000	0.372863
Contig005809_C_parapsilosis_CDC317	250056	251405	0.411852
Contig005809_C_parapsilosis_CDC317	251446	253953	0.394737
Contig005809_C_parapsilosis_CDC317	254809	255666	0.361305
Contig005809_C_parapsilosis_CDC317	258033	260090	0.407191
Contig005809_C_parapsilosis_CDC317	260452	262473	0.398615
Contig005809_C_parapsilosis_CDC317	264191	265786	0.434211
Contig005809_C_parapsilosis_CDC317	265973	266875	0.415282
Contig005809_C_parapsilosis_CDC317	266931	267950	0.397059
Contig005809_C_parapsilosis_CDC317	268047	268364	0.402516
Contig005809_C_parapsilosis_CDC317	268455	273077	0.382219
Contig005809_C_parapsilosis_CDC317	274019	274669	0.373272
Contig005809_C_parapsilosis_CDC317	276041	277741	0.382128
Contig005809_C_parapsilosis_CDC317	278804	280594	0.413735
Contig005809_C_parapsilosis_CDC317	280795	282066	0.367138
Contig005809_C_parapsilosis_CDC317	282242	284752	0.405018
Contig005809_C_parapsilosis_CDC317	285604	287601	0.394394
Contig005809_C_parapsilosis_CDC317	287718	288278	0.376114
Contig005809_C_parapsilosis_CDC317	288702	289093	0.380102
Contig005809_C_parapsilosis_CDC317	290916	292644	0.389242
Contig005809_C_parapsilosis_CDC317	292933	293292	0.388889
Contig005809_C_parapsilosis_CDC317	293383	295308	0.403427
Contig005809_C_parapsilosis_CDC317	295362	296342	0.388379
Contig005809_C_parapsilosis_CDC317	296742	298799	0.380952
Contig005809_C_parapsilosis_CDC317	298818	299270	0.366446
Contig005809_C_parapsilosis_CDC317	299403	301004	0.385768
Contig005809_C_parapsilosis_CDC317	301060	301767	0.437853
Contig005809_C_parapsilosis_CDC317	301882	302454	0.378709
Contig005809_C_parapsilosis_CDC317	302499	304025	0.425016
Contig005809_C_parapsilosis_CDC317	304194	306815	0.394355
Contig005809_C_parapsilosis_CDC317	306823	308856	0.358899
Contig005809_C_parapsilosis_CDC317	309087	309557	0.377919
Contig005809_C_parapsilosis_CDC317	309756	310145	0.400000
Contig005809_C_parapsilosis_CDC317	310325	311998	0.383513
Contig005809_C_parapsilosis_CDC317	312125	312859	0.400000
Contig005809_C_parapsilosis_CDC317	313306	314766	0.394251
Contig005809_C_parapsilosis_CDC317	315006	315581	0.414931
Contig005809_C_parapsilosis_CDC317	315685	316141	0.358862
Contig005809_C_parapsilosis_CDC317	316517	321307	0.395325
Contig005809_C_parapsilosis_CDC317	321461	325573	0.364697
Contig005809_C_parapsilosis_CDC317	327531	329669	0.352969
Contig005809_C_parapsilosis_CDC317	329927	331660	0.418685
Contig005809_C_parapsilosis_CDC317	332833	335085	0.379494
Contig005809_C_parapsilosis_CDC317	336266	337465	0.495000
Contig005809_C_parapsilosis_CDC317	337621	338307	0.362445
Contig005809_C_parapsilosis_CDC317	338498	340204	0.380199
Contig005809_C_parapsilosis_CDC317	340285	340662	0.373016
Contig005809_C_parapsilosis_CDC317	340852	342273	0.413502
Contig005809_C_parapsilosis_CDC317	342390	343685	0.402778
Contig005809_C_parapsilosis_CDC317	343882	344962	0.417206
Contig005809_C_parapsilosis_CDC317	345109	347811	0.389197
Contig005809_C_parapsilosis_CDC317	347867	348316	0.393333
Contig005809_C_parapsilosis_CDC317	348715	350412	0.408716
Contig005809_C_parapsilosis_CDC317	355330	356133	0.425373
Contig005809_C_parapsilosis_CDC317	362236	364572	0.355156
Contig005809_C_parapsilosis_CDC317	364960	365859	0.400000
Contig005809_C_parapsilosis_CDC317	367967	371800	0.351330
Contig005809_C_parapsilosis_CDC317	371846	372625	0.405128
Contig005809_C_parapsilosis_CDC317	373648	374451	0.422886
Contig005809_C_parapsilosis_CDC317	375083	375850	0.410156
Contig005809_C_parapsilosis_CDC317	375925	377547	0.389402
Contig005809_C_parapsilosis_CDC317	379037	380008	0.368313
Contig005809_C_parapsilosis_CDC317	381605	384046	0.395577
Contig005809_C_parapsilosis_CDC317	384486	385151	0.381381
Contig005809_C_parapsilosis_CDC317	385315	385840	0.370722
Contig005809_C_parapsilosis_CDC317	386172	386711	0.429630
Contig005809_C_parapsilosis_CDC317	387539	388012	0.438819
Contig005809_C_parapsilosis_CDC317	388488	390146	0.379747
Contig005809_C_parapsilosis_CDC317	390715	391164	0.360000
Contig005809_C_parapsilosis_CDC317	391211	391554	0.363372
Contig005809_C_parapsilosis_CDC317	391653	392906	0.401116
Contig005809_C_parapsilosis_CDC317	393252	396389	0.395793
Contig005809_C_parapsilosis_CDC317	396405	397163	0.367589
Contig005809_C_parapsilosis_CDC317	399154	400899	0.438144
Contig005809_C_parapsilosis_CDC317	401879	403363	0.399327
Contig005809_C_parapsilosis_CDC317	403551	404762	0.405116
Contig005809_C_parapsilosis_CDC317	405440	407101	0.410951
Contig005809_C_parapsilosis_CDC317	407324	409657	0.409169
Contig005809_C_parapsilosis_CDC317	409704	411593	0.405820
Contig005809_C_parapsilosis_CDC317	411731	413152	0.405063
Contig005809_C_parapsilosis_CDC317	413176	414090	0.422951
Contig005809_C_parapsilosis_CDC317	414201	415583	0.403471
Contig005809_C_parapsilosis_CDC317	415756	417180	0.425965
Contig005809_C_parapsilosis_CDC317	417437	420214	0.410007
Contig005809_C_parapsilosis_CDC317	420257	421900	0.427616
Contig005809_C_parapsilosis_CDC317	423058	423672	0.422764
Contig005809_C_parapsilosis_CDC317	424358	426130	0.411168
Contig005809_C_parapsilosis_CDC317	426353	428386	0.403147
Contig005809_C_parapsilosis_CDC317	428455	428976	0.385057
Contig005809_C_parapsilosis_CDC317	429742	430215	0.379747
Contig005809_C_parapsilosis_CDC317	430463	432316	0.395901
Contig005809_C_parapsilosis_CDC317	432490	436439	0.393924
Contig005809_C_parapsilosis_CDC317	436560	437234	0.357037
Contig005809_C_parapsilosis_CDC317	437459	438436	0.402863
Contig005809_C_parapsilosis_CDC317	438474	439778	0.413793
Contig005809_C_parapsilosis_CDC317	440032	441471	0.402778
Contig005809_C_parapsilosis_CDC317	441571	442332	0.412073
Contig005809_C_parapsilosis_CDC317	442892	443605	0.359944
Contig005809_C_parapsilosis_CDC317	443729	445339	0.349472
Contig005809_C_parapsilosis_CDC317	445348	446148	0.372035
Contig005809_C_parapsilosis_CDC317	446311	447315	0.357214
Contig005809_C_parapsilosis_CDC317	447503	448828	0.405732
Contig005809_C_parapsilosis_CDC317	450190	452277	0.424330
Contig005809_C_parapsilosis_CDC317	452690	455053	0.420897
Contig005809_C_parapsilosis_CDC317	455182	456972	0.413177
Contig005809_C_parapsilosis_CDC317	459990	461879	0.429630
Contig005809_C_parapsilosis_CDC317	468493	468783	0.432990
Contig005809_C_parapsilosis_CDC317	468978	470537	0.384615
Contig005809_C_parapsilosis_CDC317	470699	472603	0.402625
Contig005809_C_parapsilosis_CDC317	473751	474266	0.422481
Contig005809_C_parapsilosis_CDC317	475265	477964	0.379630
Contig005809_C_parapsilosis_CDC317	478218	479291	0.416201
Contig005809_C_parapsilosis_CDC317	482612	483025	0.427536
Contig005809_C_parapsilosis_CDC317	484067	484807	0.422402
Contig005809_C_parapsilosis_CDC317	484926	486407	0.375169
